Borough,Borough/Citywide Office (B/CO),District,DBN,school_name_x,School Category,Program,Language,General/Special Education,school_name_y,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
Bronx,Bronx,9,09X011,P.S. 011 Highbridge,Elementary,Dual Language,Spanish,General Education,P.S. 011 Highbridge,2019-20,558,59,71,65,85,87,94,97,0,0,0,0,0,0,0,290,0.52,268,0.48,5,0.009000000000000001,152,0.272,394,0.706,3,0.005,4,0.006999999999999999,133,0.23800000000000002,119,0.213,508,91.0%,93.2%
Bronx,Bronx,9,09X053,P.S. 053 Basheer Quisim,Elementary,Dual Language,Spanish,General Education,P.S. 053 Basheer Quisim,2019-20,899,80,108,120,118,151,167,155,0,0,0,0,0,0,0,430,0.478,469,0.522,14,0.016,262,0.29100000000000004,608,0.6759999999999999,2,0.002,13,0.013999999999999999,124,0.138,303,0.337,825,91.8%,Above 95%
Bronx,Bronx,9,09X073,P.S. 073 Bronx,Elementary,Dual Language,Spanish,General Education,P.S. 073 Bronx,2019-20,567,73,63,78,76,81,97,99,0,0,0,0,0,0,0,259,0.457,308,0.5429999999999999,0,0.0,147,0.259,412,0.727,2,0.004,6,0.011000000000000001,142,0.25,125,0.22,532,93.8%,93.9%
Bronx,Bronx,9,09X109,P.S. 109 Sedgwick,Elementary,Dual Language,Spanish,General Education,P.S. 109 Sedgwick,2019-20,572,76,76,77,94,82,93,74,0,0,0,0,0,0,0,280,0.49,292,0.51,2,0.003,125,0.21899999999999997,435,0.76,3,0.005,7,0.012,129,0.226,117,0.205,523,91.4%,92.9%
Bronx,Bronx,9,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,K-8,Dual Language,Spanish,General Education,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2019-20,1043,0,113,122,118,120,119,119,114,106,112,0,0,0,0,516,0.495,527,0.505,29,0.027999999999999997,47,0.045,945,0.9059999999999999,14,0.013000000000000001,8,0.008,178,0.171,229,0.22,916,87.8%,92.4%
Bronx,Bronx,9,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,K-8,Dual Language,Spanish,Special Education,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2019-20,1043,0,113,122,118,120,119,119,114,106,112,0,0,0,0,516,0.495,527,0.505,29,0.027999999999999997,47,0.045,945,0.9059999999999999,14,0.013000000000000001,8,0.008,178,0.171,229,0.22,916,87.8%,92.4%
Bronx,Bronx,9,09X274,The New American Academy at Roberto Clemente State Park,Elementary,Dual Language,Spanish,General Education,The New American Academy at Roberto Clemente State,2019-20,624,55,87,86,94,102,102,98,0,0,0,0,0,0,0,304,0.48700000000000004,320,0.513,1,0.002,228,0.365,381,0.611,8,0.013000000000000001,6,0.01,166,0.266,81,0.13,Above 95%,Above 95%,Above 95%
Bronx,Bronx,9,09X311,Lucero Elementary School,Elementary,Dual Language,Spanish,General Education,Lucero Elementary School,2019-20,359,0,34,56,45,62,87,75,0,0,0,0,0,0,0,175,0.48700000000000004,184,0.513,0,0.0,27,0.075,328,0.914,2,0.006,2,0.006,80,0.223,146,0.40700000000000003,Above 95%,Above 95%,Above 95%
Bronx,Bronx,9,09X311,Lucero Elementary School,Elementary,Dual Language,Spanish,Special Education,Lucero Elementary School,2019-20,359,0,34,56,45,62,87,75,0,0,0,0,0,0,0,175,0.48700000000000004,184,0.513,0,0.0,27,0.075,328,0.914,2,0.006,2,0.006,80,0.223,146,0.40700000000000003,Above 95%,Above 95%,Above 95%
Bronx,Bronx,9,09X443,The Family School,Elementary,Dual Language,Spanish,General Education,The Family School,2019-20,537,33,82,93,84,81,83,81,0,0,0,0,0,0,0,277,0.516,260,0.484,22,0.040999999999999995,126,0.235,382,0.711,2,0.004,5,0.009000000000000001,151,0.281,171,0.318,496,92.4%,94.8%
Bronx,Bronx,9,09X449,Grant Avenue Elementary School,Elementary,Dual Language,Spanish,General Education,Grant Avenue Elementary School,2019-20,427,26,69,72,65,64,63,68,0,0,0,0,0,0,0,199,0.466,228,0.534,19,0.044000000000000004,115,0.26899999999999996,275,0.644,8,0.019,10,0.023,136,0.319,96,0.225,388,90.9%,91.8%
Bronx,Bronx,10,10X045,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,Thomas C. Giordano Middle School 45,2019-20,708,0,0,0,0,0,0,0,228,252,228,0,0,0,0,357,0.504,351,0.496,7,0.01,121,0.171,552,0.78,7,0.01,21,0.03,155,0.21899999999999997,128,0.18100000000000002,671,94.8%,93.6%
Bronx,Bronx,10,10X046,P.S. 046 Edgar Allan Poe,Elementary,Dual Language,Spanish,General Education,P.S. 046 Edgar Allan Poe,2019-20,823,0,129,125,146,146,131,146,0,0,0,0,0,0,0,410,0.498,413,0.502,15,0.018000000000000002,106,0.129,675,0.82,10,0.012,17,0.021,194,0.23600000000000002,315,0.38299999999999995,738,89.7%,93.5%
Bronx,Bronx,10,10X054,P.S./I.S. 54,Elementary,Dual Language,Spanish,General Education,P.S./I.S. 54,2019-20,454,54,64,71,63,63,73,66,0,0,0,0,0,0,0,237,0.522,217,0.478,9,0.02,97,0.214,338,0.7440000000000001,2,0.004,8,0.018000000000000002,81,0.17800000000000002,82,0.18100000000000002,Above 95%,Above 95%,93.2%
Bronx,Bronx,10,10X077,Bedford Park Elementary School,Elementary,Dual Language,Spanish,General Education,Bedford Park Elementary School,2019-20,507,35,72,87,73,102,72,66,0,0,0,0,0,0,0,241,0.475,266,0.525,69,0.136,37,0.073,344,0.679,7,0.013999999999999999,50,0.099,91,0.179,124,0.245,427,84.2%,88.2%
Bronx,Bronx,10,10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,J.H.S. 080 The Mosholu Parkway,2019-20,641,0,0,0,0,0,0,0,193,216,232,0,0,0,0,281,0.43799999999999994,360,0.562,54,0.084,102,0.159,451,0.7040000000000001,8,0.012,26,0.040999999999999995,174,0.271,172,0.268,566,88.3%,91.7%
Bronx,Bronx,10,10X207,P.S. 207,Elementary,Dual Language,Spanish,General Education,P.S. 207,2019-20,371,32,58,55,93,60,73,0,0,0,0,0,0,0,0,173,0.466,198,0.534,14,0.038,26,0.07,304,0.8190000000000001,3,0.008,24,0.065,76,0.205,89,0.24,320,86.3%,88.2%
Bronx,Bronx,10,10X390,M.S. 390,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,M.S. 390,2019-20,550,0,0,0,0,0,0,0,200,183,167,0,0,0,0,255,0.46399999999999997,295,0.536,6,0.011000000000000001,82,0.149,454,0.825,2,0.004,6,0.011000000000000001,124,0.225,150,0.273,Above 95%,Above 95%,94.6%
Bronx,Bronx,11,11X103,P.S. 103 Hector Fontanez,Elementary,Dual Language,Spanish,General Education,P.S. 103 Hector Fontanez,2019-20,948,18,116,154,146,136,189,189,0,0,0,0,0,0,0,446,0.47,502,0.53,27,0.027999999999999997,412,0.435,452,0.47700000000000004,29,0.031,28,0.03,231,0.244,154,0.162,869,91.7%,89.7%
Bronx,Bronx,11,11X105,P.S. 105 Sen Abraham Bernstein,Elementary,Dual Language,Spanish,General Education,P.S. 105 Sen Abraham Bernstein,2019-20,972,54,149,162,143,133,159,172,0,0,0,0,0,0,0,464,0.47700000000000004,508,0.523,108,0.111,91,0.094,628,0.6459999999999999,12,0.012,133,0.13699999999999998,193,0.19899999999999998,256,0.263,879,90.4%,88.5%
Bronx,Bronx,11,11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,J.H.S. 127 The Castle Hill,2019-20,814,0,0,0,0,0,0,0,245,314,255,0,0,0,0,395,0.485,419,0.515,258,0.317,170,0.209,345,0.424,19,0.023,22,0.027000000000000003,164,0.201,118,0.145,642,78.9%,81.6%
Bronx,Bronx,11,11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,Dual Language,Spanish,Special Education,J.H.S. 127 The Castle Hill,2019-20,814,0,0,0,0,0,0,0,245,314,255,0,0,0,0,395,0.485,419,0.515,258,0.317,170,0.209,345,0.424,19,0.023,22,0.027000000000000003,164,0.201,118,0.145,642,78.9%,81.6%
Bronx,Bronx,12,12X458,Samara Community School,Elementary,Dual Language,Spanish,General Education,Samara Community School,2019-20,287,31,45,43,44,42,43,39,0,0,0,0,0,0,0,152,0.53,135,0.47,0,0.0,30,0.105,254,0.885,1,0.003,2,0.006999999999999999,65,0.226,45,0.157,Above 95%,Above 95%,86.8%
Bronx,Bronx,12,12X458,Samara Community School,Elementary,Dual Language,Spanish,Special Education,Samara Community School,2019-20,287,31,45,43,44,42,43,39,0,0,0,0,0,0,0,152,0.53,135,0.47,0,0.0,30,0.105,254,0.885,1,0.003,2,0.006999999999999999,65,0.226,45,0.157,Above 95%,Above 95%,86.8%
Bronx,Bronx,12,12X463,Urban Scholars Community School,Elementary,Dual Language,Spanish,General Education,Urban Scholars Community School,2019-20,292,27,40,42,39,41,47,56,0,0,0,0,0,0,0,144,0.493,148,0.507,3,0.01,125,0.428,159,0.545,4,0.013999999999999999,1,0.003,78,0.267,42,0.14400000000000002,Above 95%,Above 95%,94.9%
Bronx,Bronx,12,12X550,High School of World Cultures,High school,Dual Language,Spanish,General Education,High School of World Cultures,2019-20,421,0,0,0,0,0,0,0,0,0,0,84,174,85,78,184,0.43700000000000006,237,0.563,26,0.062,43,0.102,333,0.7909999999999999,5,0.012,14,0.033,15,0.036000000000000004,340,0.8079999999999999,Above 95%,Above 95%,Above 95%
Bronx,Bronx,12,12X595,P.S. 595,Elementary,Dual Language,Spanish,General Education,P.S. 595,2019-20,191,24,41,35,43,48,0,0,0,0,0,0,0,0,0,89,0.466,102,0.534,0,0.0,45,0.23600000000000002,140,0.733,1,0.005,5,0.026000000000000002,41,0.215,37,0.19399999999999998,176,92.1%,93.4%
Bronx,Bronx,12,12X595,P.S. 595,Elementary,Dual Language,Spanish,Special Education,P.S. 595,2019-20,191,24,41,35,43,48,0,0,0,0,0,0,0,0,0,89,0.466,102,0.534,0,0.0,45,0.23600000000000002,140,0.733,1,0.005,5,0.026000000000000002,41,0.215,37,0.19399999999999998,176,92.1%,93.4%
Brooklyn,Brooklyn North,13,13K003,P.S. 003 The Bedford Village,Elementary,Dual Language,French,General Education,P.S. 003 The Bedford Village,2019-20,302,34,38,42,54,48,41,45,0,0,0,0,0,0,0,137,0.45399999999999996,165,0.546,32,0.106,217,0.7190000000000001,29,0.096,15,0.05,9,0.03,59,0.195,21,0.07,267,88.4%,86.6%
Brooklyn,Brooklyn North,13,13K009,Public School 9 The Sarah Smith Garnet School,Elementary,Dual Language,Spanish,General Education,P.S. 009 Teunis G. Bergen,2019-20,937,126,145,152,133,136,127,118,0,0,0,0,0,0,0,477,0.509,460,0.491,88,0.094,370,0.395,155,0.165,29,0.031,295,0.315,151,0.161,19,0.02,354,37.8%,38.1%
Brooklyn,Brooklyn North,13,13K020,P.S. 020 Clinton Hill,Elementary,Dual Language,French,General Education,P.S. 020 Clinton Hill,2019-20,539,54,85,92,89,71,71,77,0,0,0,0,0,0,0,291,0.54,248,0.46,15,0.027999999999999997,219,0.406,104,0.193,40,0.07400000000000001,161,0.299,85,0.158,26,0.048,288,53.4%,48.0%
Brooklyn,Brooklyn North,13,13K046,P.S. 046 Edward C. Blum,Elementary,Dual Language,Spanish,General Education,P.S. 046 Edward C. Blum,2019-20,251,52,27,29,32,29,44,38,0,0,0,0,0,0,0,121,0.48200000000000004,130,0.518,4,0.016,116,0.462,110,0.43799999999999994,11,0.044000000000000004,10,0.04,71,0.28300000000000003,33,0.131,210,83.7%,81.6%
Brooklyn,Brooklyn North,13,13K054,P.S. 054 Samuel C. Barnes,Elementary,Dual Language,Spanish,General Education,P.S. 054 Samuel C. Barnes,2019-20,202,34,40,27,23,29,27,22,0,0,0,0,0,0,0,97,0.48,105,0.52,14,0.069,105,0.52,63,0.312,6,0.03,14,0.069,38,0.188,13,0.064,173,85.6%,82.0%
Brooklyn,Brooklyn North,13,13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,M.S. 113 Ronald Edmonds Learning Center,2019-20,333,0,0,0,0,0,0,0,100,126,107,0,0,0,0,166,0.498,167,0.502,20,0.06,218,0.655,81,0.243,7,0.021,7,0.021,100,0.3,12,0.036000000000000004,299,89.8%,89.8%
Brooklyn,Brooklyn North,13,13K133,P.S. 133 William A. Butler,Elementary,Dual Language,French,General Education,P.S. 133 William A. Butler,2019-20,726,50,117,129,105,109,102,114,0,0,0,0,0,0,0,364,0.501,362,0.499,28,0.039,184,0.253,245,0.337,58,0.08,211,0.29100000000000004,117,0.161,43,0.059000000000000004,254,35.0%,43.4%
Brooklyn,Brooklyn North,13,13K133,P.S. 133 William A. Butler,Elementary,Dual Language,Spanish,General Education,P.S. 133 William A. Butler,2019-20,726,50,117,129,105,109,102,114,0,0,0,0,0,0,0,364,0.501,362,0.499,28,0.039,184,0.253,245,0.337,58,0.08,211,0.29100000000000004,117,0.161,43,0.059000000000000004,254,35.0%,43.4%
Brooklyn,Brooklyn North,13,13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,Dual Language,French,General Education,Fort Greene Preparatory Academy,2019-20,209,0,0,0,0,0,0,0,60,77,72,0,0,0,0,97,0.46399999999999997,112,0.536,9,0.043,147,0.703,45,0.215,5,0.024,3,0.013999999999999999,66,0.316,12,0.057,192,91.9%,88.3%
Brooklyn,Brooklyn North,14,14K018,P.S. 018 Edward Bush,Elementary,Dual Language,Spanish,General Education,P.S. 018 Edward Bush,2019-20,184,15,22,33,34,29,26,25,0,0,0,0,0,0,0,79,0.429,105,0.5710000000000001,1,0.005,43,0.23399999999999999,122,0.6629999999999999,0,0.0,18,0.098,73,0.397,25,0.136,153,83.2%,84.6%
Brooklyn,Brooklyn North,14,14K034,P.S. 034 Oliver H. Perry,Elementary,Dual Language,Polish,General Education,P.S. 034 Oliver H. Perry,2019-20,479,53,87,67,68,69,75,60,0,0,0,0,0,0,0,226,0.47200000000000003,253,0.528,14,0.028999999999999998,19,0.04,94,0.196,15,0.031,337,0.7040000000000001,65,0.136,55,0.115,134,28.0%,35.5%
Brooklyn,Brooklyn North,14,14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,J.H.S. 050 John D. Wells,2019-20,326,0,0,0,0,0,0,0,100,111,115,0,0,0,0,146,0.44799999999999995,180,0.552,5,0.015,74,0.22699999999999998,237,0.727,6,0.018000000000000002,4,0.012,99,0.304,43,0.132,303,92.9%,87.7%
Brooklyn,Brooklyn North,14,14K059,P.S. 059 William Floyd,Elementary,Dual Language,Spanish,General Education,P.S. 059 William Floyd,2019-20,325,36,40,54,41,48,52,54,0,0,0,0,0,0,0,158,0.486,167,0.514,3,0.009000000000000001,170,0.523,143,0.44,3,0.009000000000000001,6,0.018000000000000002,103,0.317,32,0.098,284,87.4%,92.4%
Brooklyn,Brooklyn North,14,14K084,P.S. 084 Jose De Diego,K-8,Dual Language,Spanish,General Education,P.S. 084 Jose De Diego,2019-20,729,53,71,65,71,70,78,81,86,88,66,0,0,0,0,358,0.491,371,0.509,22,0.03,43,0.059000000000000004,454,0.623,43,0.059000000000000004,167,0.22899999999999998,144,0.198,87,0.11900000000000001,394,54.0%,58.1%
Brooklyn,Brooklyn North,14,14K110,P.S. 110 The Monitor,Elementary,Dual Language,French,General Education,P.S. 110 The Monitor,2019-20,594,82,101,88,93,83,77,70,0,0,0,0,0,0,0,294,0.495,300,0.505,36,0.061,9,0.015,102,0.172,29,0.049,418,0.7040000000000001,45,0.076,43,0.07200000000000001,148,24.9%,29.8%
Brooklyn,Brooklyn North,14,14K132,P.S. 132 The Conselyea School,Elementary,Dual Language,Italian,General Education,P.S. 132 The Conselyea School,2019-20,713,72,114,121,120,107,93,86,0,0,0,0,0,0,0,367,0.515,346,0.485,51,0.07200000000000001,93,0.13,210,0.295,25,0.035,334,0.46799999999999997,86,0.121,32,0.045,271,38.0%,48.4%
Brooklyn,Brooklyn North,14,14K147,P.S. 147 Isaac Remsen,Elementary,Dual Language,Japanese,General Education,P.S. 147 Isaac Remsen,2019-20,358,59,58,49,53,51,43,45,0,0,0,0,0,0,0,173,0.483,185,0.517,24,0.067,50,0.14,194,0.542,37,0.10300000000000001,53,0.14800000000000002,69,0.193,31,0.087,230,64.2%,70.1%
Brooklyn,Brooklyn North,14,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K-8,Dual Language,Spanish,General Education,P.S./I.S. 157 The Benjamin Franklin Health & Scien,2019-20,399,22,26,31,31,35,33,48,43,61,69,0,0,0,0,183,0.45899999999999996,216,0.541,1,0.003,74,0.185,310,0.777,2,0.005,12,0.03,116,0.29100000000000004,67,0.168,332,83.2%,88.1%
Brooklyn,Brooklyn North,14,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K-8,Dual Language,Spanish,Special Education,P.S./I.S. 157 The Benjamin Franklin Health & Scien,2019-20,399,22,26,31,31,35,33,48,43,61,69,0,0,0,0,183,0.45899999999999996,216,0.541,1,0.003,74,0.185,310,0.777,2,0.005,12,0.03,116,0.29100000000000004,67,0.168,332,83.2%,88.1%
Brooklyn,Brooklyn North,14,14K196,P.S. 196 Ten Eyck,Elementary,Dual Language,Spanish,General Education,P.S. 196 Ten Eyck,2019-20,309,40,51,33,41,51,38,55,0,0,0,0,0,0,0,173,0.56,136,0.44,3,0.01,58,0.188,230,0.7440000000000001,10,0.032,8,0.026000000000000002,71,0.23,33,0.107,257,83.2%,85.7%
Brooklyn,Brooklyn North,14,14K250,P.S. 250 George H. Lindsay,Elementary,Dual Language,Chinese,General Education,P.S. 250 George H. Lindsay,2019-20,407,30,56,53,66,61,64,76,1,0,0,0,0,0,0,195,0.479,212,0.521,71,0.174,58,0.14300000000000002,274,0.6729999999999999,3,0.006999999999999999,1,0.002,68,0.16699999999999998,44,0.10800000000000001,330,81.1%,86.4%
Brooklyn,Brooklyn North,14,14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,Dual Language,French,General Education,I.S. 318 Eugenio Maria De Hostos,2019-20,1267,0,0,0,0,0,0,0,435,434,398,0,0,0,0,647,0.511,620,0.489,95,0.075,216,0.17,674,0.532,20,0.016,262,0.207,235,0.185,61,0.048,812,64.1%,69.9%
Brooklyn,Brooklyn North,14,14K319,P.S. 319,Early Childhood,Dual Language,Spanish,General Education,P.S. 319,2019-20,125,41,44,40,0,0,0,0,0,0,0,0,0,0,0,58,0.46399999999999997,67,0.536,3,0.024,2,0.016,99,0.792,0,0.0,21,0.168,15,0.12,27,0.21600000000000003,76,60.8%,69.8%
Brooklyn,Brooklyn North,14,14K380,P.S. 380 John Wayne Elementary,Elementary,Dual Language,Spanish,General Education,P.S. 380 John Wayne Elementary,2019-20,534,41,68,83,80,87,83,92,0,0,0,0,0,0,0,247,0.46299999999999997,287,0.537,6,0.011000000000000001,106,0.19899999999999998,354,0.6629999999999999,2,0.004,66,0.124,156,0.292,106,0.19899999999999998,440,82.4%,87.8%
Brooklyn,Brooklyn North,14,14K414,Brooklyn Arbor Elementary School,Elementary,Dual Language,Spanish,General Education,Brooklyn Arbor Elementary School,2019-20,610,36,70,75,118,97,119,95,0,0,0,0,0,0,0,292,0.479,318,0.521,22,0.036000000000000004,12,0.02,358,0.5870000000000001,26,0.043,192,0.315,131,0.215,52,0.085,303,49.7%,57.2%
Brooklyn,Brooklyn North,15,15K001,P.S. 001 The Bergen,Elementary,Dual Language,Spanish,General Education,P.S. 001 The Bergen,2019-20,1087,107,127,160,172,169,174,178,0,0,0,0,0,0,0,559,0.514,528,0.486,83,0.076,13,0.012,957,0.88,2,0.002,32,0.028999999999999998,189,0.174,422,0.38799999999999996,927,85.3%,88.5%
Brooklyn,Brooklyn North,15,15K015,P.S. 015 Patrick F. Daly,Elementary,Dual Language,Spanish,General Education,P.S. 015 Patrick F. Daly,2019-20,473,76,86,64,62,61,67,57,0,0,0,0,0,0,0,233,0.493,240,0.507,10,0.021,144,0.304,210,0.444,23,0.049,86,0.182,163,0.345,19,0.04,340,71.9%,76.6%
Brooklyn,Brooklyn North,15,15K024,P.S. 024,Elementary,Dual Language,Spanish,General Education,P.S. 024,2019-20,590,54,76,74,101,98,91,96,0,0,0,0,0,0,0,289,0.49,301,0.51,26,0.044000000000000004,6,0.01,521,0.883,5,0.008,32,0.054000000000000006,126,0.214,260,0.441,559,94.7%,88.5%
Brooklyn,Brooklyn North,15,15K024,P.S. 024,Elementary,Dual Language,Spanish,Special Education,P.S. 024,2019-20,590,54,76,74,101,98,91,96,0,0,0,0,0,0,0,289,0.49,301,0.51,26,0.044000000000000004,6,0.01,521,0.883,5,0.008,32,0.054000000000000006,126,0.214,260,0.441,559,94.7%,88.5%
Brooklyn,Brooklyn North,15,15K058,P.S. 058 The Carroll,Elementary,Dual Language,French,General Education,P.S. 058 The Carroll,2019-20,1002,54,153,180,152,163,153,147,0,0,0,0,0,0,0,482,0.48100000000000004,520,0.519,43,0.043,22,0.022000000000000002,109,0.109,92,0.092,736,0.735,141,0.141,48,0.048,112,11.2%,13.0%
Brooklyn,Brooklyn North,15,15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,J.H.S. 088 Peter Rouget,2019-20,1418,0,0,0,0,0,0,0,482,522,414,0,0,0,0,658,0.46399999999999997,760,0.536,287,0.20199999999999999,186,0.131,712,0.502,32,0.023,201,0.142,326,0.23,169,0.11900000000000001,1022,72.1%,73.8%
Brooklyn,Brooklyn North,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Chinese,General Education,P.S. 094 The Henry Longfellow,2019-20,1216,0,181,201,223,204,186,221,0,0,0,0,0,0,0,573,0.47100000000000003,643,0.529,850,0.6990000000000001,4,0.003,342,0.281,5,0.004,15,0.012,120,0.099,598,0.49200000000000005,Above 95%,Above 95%,94.8%
Brooklyn,Brooklyn North,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Chinese,Special Education,P.S. 094 The Henry Longfellow,2019-20,1216,0,181,201,223,204,186,221,0,0,0,0,0,0,0,573,0.47100000000000003,643,0.529,850,0.6990000000000001,4,0.003,342,0.281,5,0.004,15,0.012,120,0.099,598,0.49200000000000005,Above 95%,Above 95%,94.8%
Brooklyn,Brooklyn North,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Spanish,General Education,P.S. 094 The Henry Longfellow,2019-20,1216,0,181,201,223,204,186,221,0,0,0,0,0,0,0,573,0.47100000000000003,643,0.529,850,0.6990000000000001,4,0.003,342,0.281,5,0.004,15,0.012,120,0.099,598,0.49200000000000005,Above 95%,Above 95%,94.8%
Brooklyn,Brooklyn North,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Spanish,Special Education,P.S. 094 The Henry Longfellow,2019-20,1216,0,181,201,223,204,186,221,0,0,0,0,0,0,0,573,0.47100000000000003,643,0.529,850,0.6990000000000001,4,0.003,342,0.281,5,0.004,15,0.012,120,0.099,598,0.49200000000000005,Above 95%,Above 95%,94.8%
Brooklyn,Brooklyn North,15,15K124,P.S. 124 Silas B. Dutcher,Elementary,Dual Language,Spanish,General Education,P.S. 124 Silas B. Dutcher,2019-20,282,44,46,38,45,40,32,37,0,0,0,0,0,0,0,149,0.528,133,0.47200000000000003,37,0.131,13,0.046,159,0.564,17,0.06,56,0.19899999999999998,58,0.20600000000000002,25,0.08900000000000001,175,62.1%,67.5%
Brooklyn,Brooklyn North,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,French,General Education,I.S. 136 Charles O. Dewey,2019-20,509,0,0,0,0,0,0,0,147,184,178,0,0,0,0,264,0.519,245,0.48100000000000004,51,0.1,23,0.045,400,0.7859999999999999,4,0.008,31,0.061,127,0.25,182,0.358,479,94.1%,88.9%
Brooklyn,Brooklyn North,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,I.S. 136 Charles O. Dewey,2019-20,509,0,0,0,0,0,0,0,147,184,178,0,0,0,0,264,0.519,245,0.48100000000000004,51,0.1,23,0.045,400,0.7859999999999999,4,0.008,31,0.061,127,0.25,182,0.358,479,94.1%,88.9%
Brooklyn,Brooklyn North,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,Spanish,Special Education,I.S. 136 Charles O. Dewey,2019-20,509,0,0,0,0,0,0,0,147,184,178,0,0,0,0,264,0.519,245,0.48100000000000004,51,0.1,23,0.045,400,0.7859999999999999,4,0.008,31,0.061,127,0.25,182,0.358,479,94.1%,88.9%
Brooklyn,Brooklyn North,15,15K169,P.S. 169 Sunset Park,Elementary,Dual Language,Chinese,General Education,P.S. 169 Sunset Park,2019-20,1261,0,169,203,243,214,210,222,0,0,0,0,0,0,0,625,0.496,636,0.504,783,0.621,4,0.003,419,0.332,13,0.01,42,0.033,233,0.185,572,0.45399999999999996,1152,91.4%,93.1%
Brooklyn,Brooklyn North,15,15K169,P.S. 169 Sunset Park,Elementary,Dual Language,Spanish,General Education,P.S. 169 Sunset Park,2019-20,1261,0,169,203,243,214,210,222,0,0,0,0,0,0,0,625,0.496,636,0.504,783,0.621,4,0.003,419,0.332,13,0.01,42,0.033,233,0.185,572,0.45399999999999996,1152,91.4%,93.1%
Brooklyn,Brooklyn North,15,15K230,P.S. 230 Doris L. Cohen,Elementary,Dual Language,Spanish,General Education,P.S. 230 Doris L. Cohen,2019-20,1103,108,158,165,166,169,159,178,0,0,0,0,0,0,0,540,0.49,563,0.51,500,0.45299999999999996,24,0.022000000000000002,383,0.34700000000000003,22,0.02,174,0.158,200,0.18100000000000002,235,0.213,807,73.2%,76.7%
Brooklyn,Brooklyn North,15,15K497,The Boerum Hill School for International Studies,Secondary School,Dual Language,French,General Education,The Boerum Hill School for International Studies,2019-20,812,0,0,0,0,0,0,0,170,159,155,105,108,53,62,408,0.502,404,0.498,32,0.039,216,0.266,181,0.223,61,0.075,322,0.397,157,0.193,53,0.065,368,45.3%,47.8%
Brooklyn,Brooklyn North,15,15K516,Sunset Park Avenues Elementary School,Elementary,Dual Language,Spanish,General Education,Sunset Park Avenues Elementary School,2019-20,466,40,63,68,71,91,73,60,0,0,0,0,0,0,0,251,0.539,215,0.461,55,0.11800000000000001,2,0.004,366,0.785,0,0.0,43,0.092,110,0.23600000000000002,151,0.324,369,79.2%,81.7%
Brooklyn,Brooklyn North,15,15K667,Sunset Park High School,High school,Dual Language,Spanish,General Education,Sunset Park High School,2019-20,1239,0,0,0,0,0,0,0,0,0,0,361,321,287,270,573,0.462,666,0.5379999999999999,139,0.11199999999999999,86,0.069,901,0.727,13,0.01,100,0.081,225,0.182,253,0.204,1053,85.0%,88.1%
Brooklyn,Brooklyn North,15,15K667,Sunset Park High School,High school,Dual Language,Spanish,Special Education,Sunset Park High School,2019-20,1239,0,0,0,0,0,0,0,0,0,0,361,321,287,270,573,0.462,666,0.5379999999999999,139,0.11199999999999999,86,0.069,901,0.727,13,0.01,100,0.081,225,0.182,253,0.204,1053,85.0%,88.1%
