Borough,Borough/Citywide Office (B/CO),District,DBN,school_name_x,School Category,Program,Language,General/Special Education,school_name_y,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,mostCommonEthnicGroup,language_number
Queens,Queens North,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Dual Language,Spanish,General Education,P.S. 092 Harry T. Stewart Sr.,2019-20,898,87,130,136,135,143,137,130,0,0,0,0,0,0,0,444,0.494,454,0.506,9,0.01,4,0.004,877,0.977,3,0.003,5,0.006,170,0.18899999999999997,221,0.24600000000000002,746,83.1%,83.1%,0.977,10
Queens,Queens North,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 092 Harry T. Stewart Sr.,2019-20,898,87,130,136,135,143,137,130,0,0,0,0,0,0,0,444,0.494,454,0.506,9,0.01,4,0.004,877,0.977,3,0.003,5,0.006,170,0.18899999999999997,221,0.24600000000000002,746,83.1%,83.1%,0.977,10
Queens,Queens North,30,30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 092 Harry T. Stewart Sr.,2019-20,898,87,130,136,135,143,137,130,0,0,0,0,0,0,0,444,0.494,454,0.506,9,0.01,4,0.004,877,0.977,3,0.003,5,0.006,170,0.18899999999999997,221,0.24600000000000002,746,83.1%,83.1%,0.977,10
Queens,Queens North,30,30Q112,P.S. 112 Dutch Kills,Elementary,Dual Language,Spanish,General Education,P.S. 112 Dutch Kills,2019-20,412,46,64,53,54,64,73,58,0,0,0,0,0,0,0,216,0.524,196,0.47600000000000003,120,0.29100000000000004,93,0.226,152,0.369,10,0.024,37,0.09,59,0.14300000000000002,53,0.129,345,83.7%,87.6%,0.369,10
Queens,Queens North,30,30Q127,P.S. 127 Aerospace Science Magnet School,K-8,Dual Language,Spanish,General Education,P.S. 127 Aerospace Science Magnet School,2019-20,1212,40,133,102,129,109,142,112,125,170,150,0,0,0,0,586,0.483,626,0.517,141,0.11599999999999999,126,0.10400000000000001,907,0.748,7,0.006,31,0.026000000000000002,198,0.163,344,0.284,1021,84.2%,77.4%,0.748,10
Queens,Queens North,30,30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,I.S. 145 Joseph Pulitzer,2019-20,1660,0,0,0,0,0,0,0,556,587,517,0,0,0,0,815,0.491,845,0.509,115,0.069,23,0.013999999999999999,1489,0.897,3,0.002,30,0.018000000000000002,229,0.138,260,0.157,1495,90.1%,82.4%,0.897,10
Queens,Queens North,30,30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 145 Joseph Pulitzer,2019-20,1660,0,0,0,0,0,0,0,556,587,517,0,0,0,0,815,0.491,845,0.509,115,0.069,23,0.013999999999999999,1489,0.897,3,0.002,30,0.018000000000000002,229,0.138,260,0.157,1495,90.1%,82.4%,0.897,10
Queens,Queens North,30,30Q148,P.S. 148 Queens,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 148 Queens,2019-20,772,72,120,101,119,120,122,118,0,0,0,0,0,0,0,382,0.495,390,0.505,111,0.14400000000000002,5,0.006,630,0.816,2,0.003,24,0.031,156,0.20199999999999999,229,0.297,586,75.9%,79.7%,0.816,10
Queens,Queens North,30,30Q148,P.S. 148 Queens,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 148 Queens,2019-20,772,72,120,101,119,120,122,118,0,0,0,0,0,0,0,382,0.495,390,0.505,111,0.14400000000000002,5,0.006,630,0.816,2,0.003,24,0.031,156,0.20199999999999999,229,0.297,586,75.9%,79.7%,0.816,10
Queens,Queens North,30,30Q149,P.S. 149 Christa McAuliffe,Elementary,Dual Language,Spanish,General Education,P.S. 149 Christa McAuliffe,2019-20,940,0,112,109,125,202,201,191,0,0,0,0,0,0,0,474,0.504,466,0.496,88,0.094,11,0.012,803,0.8540000000000001,12,0.013000000000000001,26,0.027999999999999997,177,0.188,341,0.363,747,79.5%,81.4%,0.8540000000000001,10
Queens,Queens North,30,30Q149,P.S. 149 Christa McAuliffe,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 149 Christa McAuliffe,2019-20,940,0,112,109,125,202,201,191,0,0,0,0,0,0,0,474,0.504,466,0.496,88,0.094,11,0.012,803,0.8540000000000001,12,0.013000000000000001,26,0.027999999999999997,177,0.188,341,0.363,747,79.5%,81.4%,0.8540000000000001,10
Queens,Queens North,30,30Q150,P.S. 150 Queens,Elementary,Dual Language,Spanish,General Education,P.S. 150 Queens,2019-20,1014,49,161,136,139,149,148,160,72,0,0,0,0,0,0,527,0.52,487,0.48,261,0.257,11,0.011000000000000001,456,0.45,45,0.044000000000000004,241,0.23800000000000002,125,0.12300000000000001,151,0.149,523,51.6%,58.0%,0.45,10
Queens,Queens North,30,30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 152 Gwendoline N. Alleyne School,2019-20,937,68,134,129,140,154,134,178,0,0,0,0,0,0,0,448,0.478,489,0.522,498,0.531,3,0.003,403,0.43,1,0.001,32,0.034,127,0.136,229,0.244,705,75.2%,77.2%,0.531,10
Queens,Queens North,30,30Q166,P.S. 166 Henry Gradstein,Elementary,Dual Language,Spanish,General Education,P.S. 166 Henry Gradstein,2019-20,947,33,155,164,146,150,147,152,0,0,0,0,0,0,0,478,0.505,469,0.495,206,0.218,32,0.034,400,0.42200000000000004,45,0.048,264,0.27899999999999997,115,0.121,135,0.14300000000000002,575,60.7%,58.8%,0.42200000000000004,10
Queens,Queens North,30,30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,I.S. 204 Oliver W. Holmes,2019-20,445,0,0,0,0,0,0,0,154,123,168,0,0,0,0,210,0.47200000000000003,235,0.528,73,0.16399999999999998,86,0.193,246,0.5529999999999999,5,0.011000000000000001,35,0.079,122,0.27399999999999997,66,0.14800000000000002,395,88.8%,89.1%,0.5529999999999999,10
Queens,Queens North,30,30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,Dual Language,Spanish,Special Education,I.S. 204 Oliver W. Holmes,2019-20,445,0,0,0,0,0,0,0,154,123,168,0,0,0,0,210,0.47200000000000003,235,0.528,73,0.16399999999999998,86,0.193,246,0.5529999999999999,5,0.011000000000000001,35,0.079,122,0.27399999999999997,66,0.14800000000000002,395,88.8%,89.1%,0.5529999999999999,10
Queens,Queens North,30,30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,I.S. 204 Oliver W. Holmes,2019-20,445,0,0,0,0,0,0,0,154,123,168,0,0,0,0,210,0.47200000000000003,235,0.528,73,0.16399999999999998,86,0.193,246,0.5529999999999999,5,0.011000000000000001,35,0.079,122,0.27399999999999997,66,0.14800000000000002,395,88.8%,89.1%,0.5529999999999999,10
Queens,Queens North,30,30Q212,P.S. 212,Elementary,Dual Language,Spanish,General Education,P.S. 212,2019-20,757,36,98,111,123,135,149,105,0,0,0,0,0,0,0,375,0.495,382,0.505,176,0.23199999999999998,7,0.009000000000000001,469,0.62,24,0.032,81,0.107,121,0.16,121,0.16,426,56.3%,61.5%,0.62,10
Queens,Queens North,30,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,Early Childhood,Dual Language,Spanish,General Education,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,2019-20,276,36,83,85,72,0,0,0,0,0,0,0,0,0,0,143,0.518,133,0.48200000000000004,30,0.109,3,0.011000000000000001,191,0.6920000000000001,15,0.054000000000000006,37,0.134,31,0.11199999999999999,64,0.23199999999999998,176,63.8%,52.1%,0.6920000000000001,10
Queens,Queens North,30,30Q228,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Dual Language,Spanish,General Education,The Ivan Lafayette Early Childhood School of the A,2019-20,290,34,80,99,77,0,0,0,0,0,0,0,0,0,0,147,0.507,143,0.493,22,0.076,2,0.006999999999999999,250,0.862,4,0.013999999999999999,12,0.040999999999999995,60,0.207,129,0.445,233,80.3%,76.6%,0.862,10
Queens,Queens North,30,30Q228,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Dual Language,Spanish,Special Education,The Ivan Lafayette Early Childhood School of the A,2019-20,290,34,80,99,77,0,0,0,0,0,0,0,0,0,0,147,0.507,143,0.493,22,0.076,2,0.006999999999999999,250,0.862,4,0.013999999999999999,12,0.040999999999999995,60,0.207,129,0.445,233,80.3%,76.6%,0.862,10
Queens,Queens North,30,30Q228,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Transitional Bilingual Education,Spanish,Special Education,The Ivan Lafayette Early Childhood School of the A,2019-20,290,34,80,99,77,0,0,0,0,0,0,0,0,0,0,147,0.507,143,0.493,22,0.076,2,0.006999999999999999,250,0.862,4,0.013999999999999999,12,0.040999999999999995,60,0.207,129,0.445,233,80.3%,76.6%,0.862,10
Queens,Queens North,30,30Q235,Academy for New Americans,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,Academy for New Americans,2019-20,85,0,0,0,0,0,0,0,17,33,35,0,0,0,0,39,0.45899999999999996,46,0.541,6,0.071,1,0.012,70,0.8240000000000001,0,0.0,8,0.094,0,0.0,85,1.0,75,88.2%,73.1%,0.8240000000000001,10
Queens,Queens North,30,30Q280,P.S. 280,Elementary,Dual Language,Spanish,General Education,P.S. 280,2019-20,575,0,67,85,94,115,120,94,0,0,0,0,0,0,0,283,0.49200000000000005,292,0.508,42,0.073,3,0.005,518,0.9009999999999999,6,0.01,6,0.01,96,0.16699999999999998,197,0.34299999999999997,543,94.4%,83.8%,0.9009999999999999,10
Queens,Queens North,30,30Q329,East Elmhurst Community School,Elementary,Dual Language,Spanish,General Education,East Elmhurst Community School,2019-20,448,0,75,80,78,92,58,65,0,0,0,0,0,0,0,210,0.469,238,0.531,18,0.04,24,0.054000000000000006,387,0.8640000000000001,6,0.013000000000000001,13,0.028999999999999998,81,0.18100000000000002,136,0.304,410,91.5%,83.7%,0.8640000000000001,10
Queens,Queens North,30,30Q398,The Hector Figueroa School,Elementary,Dual Language,Spanish,General Education,P.S. 398,2019-20,124,58,66,0,0,0,0,0,0,0,0,0,0,0,0,58,0.46799999999999997,66,0.532,49,0.395,1,0.008,57,0.46,6,0.048,11,0.08900000000000001,6,0.048,26,0.21,81,65.3%,57.5%,0.46,10
Queens,Queens North,30,30Q445,William Cullen Bryant High School,High school,Transitional Bilingual Education,Spanish,General Education,William Cullen Bryant High School,2019-20,2287,0,0,0,0,0,0,0,0,0,0,707,546,482,552,1023,0.447,1264,0.5529999999999999,596,0.261,160,0.07,1218,0.5329999999999999,28,0.012,285,0.125,334,0.146,367,0.16,1915,83.7%,81.0%,0.5329999999999999,10
Queens,Queens North,30,30Q450,Long Island City High School,High school,Dual Language,Spanish,General Education,Long Island City High School,2019-20,2204,0,0,0,0,0,0,0,0,0,0,823,557,418,406,1100,0.499,1104,0.501,314,0.142,197,0.08900000000000001,1509,0.685,43,0.02,141,0.064,377,0.171,231,0.105,1822,82.7%,82.0%,0.685,10
Queens,Queens North,30,30Q555,Newcomers High School,High school,Transitional Bilingual Education,Spanish,General Education,Newcomers High School,2019-20,792,0,0,0,0,0,0,0,0,0,0,105,199,245,243,362,0.457,430,0.5429999999999999,192,0.242,8,0.01,538,0.679,15,0.019,39,0.049,11,0.013999999999999999,588,0.742,713,90.0%,Above 95%,0.679,10
Staten Island,Staten Island,31,31R016,P.S. 016 John J. Driscoll,Elementary,Dual Language,Spanish,General Education,P.S. 016 John J. Driscoll,2019-20,445,52,61,75,65,60,66,66,0,0,0,0,0,0,0,228,0.512,217,0.488,31,0.07,127,0.285,249,0.56,11,0.025,27,0.061,124,0.27899999999999997,123,0.276,Above 95%,Above 95%,91.8%,0.56,10
Staten Island,Staten Island,31,31R019,P.S. 019 The Curtis School,Elementary,Dual Language,Spanish,General Education,P.S. 019 The Curtis School,2019-20,560,66,65,79,77,95,93,85,0,0,0,0,0,0,0,279,0.498,281,0.502,37,0.066,66,0.11800000000000001,405,0.723,18,0.032,34,0.061,160,0.28600000000000003,85,0.152,487,87.0%,83.9%,0.723,10
Staten Island,Staten Island,31,31R020,P.S. 020 Port Richmond,Elementary,Dual Language,Spanish,Special Education,P.S. 020 Port Richmond,2019-20,420,0,63,67,81,69,75,65,0,0,0,0,0,0,0,196,0.467,224,0.5329999999999999,6,0.013999999999999999,70,0.16699999999999998,310,0.738,11,0.026000000000000002,23,0.055,170,0.405,170,0.405,399,95.0%,92.8%,0.738,10
Staten Island,Staten Island,31,31R020,P.S. 020 Port Richmond,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 020 Port Richmond,2019-20,420,0,63,67,81,69,75,65,0,0,0,0,0,0,0,196,0.467,224,0.5329999999999999,6,0.013999999999999999,70,0.16699999999999998,310,0.738,11,0.026000000000000002,23,0.055,170,0.405,170,0.405,399,95.0%,92.8%,0.738,10
Staten Island,Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Dual Language,Spanish,General Education,P.S. 022 Graniteville,2019-20,925,66,121,133,150,111,167,177,0,0,0,0,0,0,0,461,0.498,464,0.502,75,0.081,191,0.20600000000000002,564,0.61,23,0.025,72,0.078,274,0.29600000000000004,155,0.168,783,84.6%,80.3%,0.61,10
Staten Island,Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 022 Graniteville,2019-20,925,66,121,133,150,111,167,177,0,0,0,0,0,0,0,461,0.498,464,0.502,75,0.081,191,0.20600000000000002,564,0.61,23,0.025,72,0.078,274,0.29600000000000004,155,0.168,783,84.6%,80.3%,0.61,10
Staten Island,Staten Island,31,31R022,P.S. 022 Graniteville,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 022 Graniteville,2019-20,925,66,121,133,150,111,167,177,0,0,0,0,0,0,0,461,0.498,464,0.502,75,0.081,191,0.20600000000000002,564,0.61,23,0.025,72,0.078,274,0.29600000000000004,155,0.168,783,84.6%,80.3%,0.61,10
Staten Island,Staten Island,31,31R041,The Stephanie A. Vierno School,Elementary,Dual Language,Spanish,General Education,The Stephanie A. Vierno School,2019-20,698,51,96,109,95,118,120,109,0,0,0,0,0,0,0,339,0.486,359,0.514,121,0.17300000000000001,23,0.033,225,0.322,19,0.027000000000000003,310,0.444,153,0.21899999999999997,120,0.172,479,68.6%,59.5%,0.444,10
Staten Island,Staten Island,31,31R044,P.S. 044 Thomas C. Brown,Elementary,Dual Language,Spanish,General Education,P.S. 044 Thomas C. Brown,2019-20,698,78,99,91,106,105,112,107,0,0,0,0,0,0,0,354,0.507,344,0.493,34,0.049,282,0.40399999999999997,322,0.461,37,0.053,23,0.033,227,0.325,55,0.079,663,95.0%,92.8%,0.461,10
Staten Island,Staten Island,31,31R051,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,I.S. 051 Edwin Markham,2019-20,1313,0,0,0,0,0,0,0,454,442,417,0,0,0,0,656,0.5,657,0.5,73,0.055999999999999994,284,0.21600000000000003,656,0.5,29,0.022000000000000002,271,0.20600000000000002,382,0.29100000000000004,104,0.079,1042,79.4%,75.1%,0.5,10
Staten Island,Staten Island,31,31R057,P.S. 057 Hubert H. Humphrey,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 057 Hubert H. Humphrey,2019-20,653,95,110,91,93,77,98,89,0,0,0,0,0,0,0,324,0.496,329,0.504,32,0.049,339,0.519,238,0.364,21,0.032,23,0.035,182,0.27899999999999997,60,0.092,572,87.6%,91.0%,0.519,10
Staten Island,Staten Island,31,31R061,I.S. 061 William A Morris,Junior High-Intermediate-Middle,Dual Language,Spanish,Special Education,I.S. 061 William A Morris,2019-20,976,0,0,0,0,0,0,0,338,325,313,0,0,0,0,522,0.535,454,0.465,30,0.031,324,0.332,476,0.488,18,0.018000000000000002,128,0.131,294,0.301,106,0.109,786,80.5%,80.5%,0.488,10
Staten Island,Staten Island,31,31R450,Curtis High School,High school,Transitional Bilingual Education,Spanish,General Education,Curtis High School,2019-20,2476,0,0,0,0,0,0,0,0,1,0,792,745,527,411,1412,0.57,1064,0.43,185,0.075,852,0.344,1034,0.418,80,0.032,325,0.131,466,0.188,216,0.087,1874,75.7%,73.4%,0.418,10
Brooklyn,Brooklyn North,32,32K086,P.S. 086 The Irvington,Elementary,Dual Language,Spanish,General Education,P.S. 086 The Irvington,2019-20,419,0,72,63,61,70,83,70,0,0,0,0,0,0,0,211,0.504,208,0.496,6,0.013999999999999999,3,0.006999999999999999,401,0.9570000000000001,2,0.005,7,0.017,90,0.215,148,0.353,397,94.7%,89.9%,0.9570000000000001,10
Brooklyn,Brooklyn North,32,32K106,P.S. 106 Edward Everett Hale,Elementary,Dual Language,Spanish,General Education,P.S. 106 Edward Everett Hale,2019-20,397,48,44,46,62,62,69,66,0,0,0,0,0,0,0,177,0.446,220,0.5539999999999999,4,0.01,38,0.096,349,0.879,3,0.008,3,0.008,106,0.267,126,0.317,360,90.7%,83.9%,0.879,10
Brooklyn,Brooklyn North,32,32K106,P.S. 106 Edward Everett Hale,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 106 Edward Everett Hale,2019-20,397,48,44,46,62,62,69,66,0,0,0,0,0,0,0,177,0.446,220,0.5539999999999999,4,0.01,38,0.096,349,0.879,3,0.008,3,0.008,106,0.267,126,0.317,360,90.7%,83.9%,0.879,10
Brooklyn,Brooklyn North,32,32K106,P.S. 106 Edward Everett Hale,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 106 Edward Everett Hale,2019-20,397,48,44,46,62,62,69,66,0,0,0,0,0,0,0,177,0.446,220,0.5539999999999999,4,0.01,38,0.096,349,0.879,3,0.008,3,0.008,106,0.267,126,0.317,360,90.7%,83.9%,0.879,10
Brooklyn,Brooklyn North,32,32K116,P.S. 116 Elizabeth L Farrell,Elementary,Dual Language,Spanish,General Education,P.S. 116 Elizabeth L Farrell,2019-20,340,14,42,54,50,47,61,72,0,0,0,0,0,0,0,163,0.479,177,0.521,5,0.015,11,0.032,318,0.935,3,0.009000000000000001,3,0.009000000000000001,73,0.215,126,0.371,300,88.2%,91.1%,0.935,10
Brooklyn,Brooklyn North,32,32K123,P.S. 123 Suydam,Elementary,Dual Language,Spanish,General Education,P.S. 123 Suydam,2019-20,598,47,67,86,82,77,114,125,0,0,0,0,0,0,0,290,0.485,308,0.515,31,0.052000000000000005,11,0.018000000000000002,536,0.8959999999999999,7,0.012,13,0.022000000000000002,94,0.157,194,0.324,521,87.1%,84.0%,0.8959999999999999,10
Brooklyn,Brooklyn North,32,32K145,P.S. 145 Andrew Jackson,Elementary,Dual Language,Spanish,General Education,P.S. 145 Andrew Jackson,2019-20,501,48,66,74,87,67,73,86,0,0,0,0,0,0,0,239,0.47700000000000004,262,0.523,3,0.006,32,0.064,450,0.898,4,0.008,12,0.024,96,0.192,89,0.17800000000000002,444,88.6%,92.1%,0.898,10
Brooklyn,Brooklyn North,32,32K151,P.S. 151 Lyndon B. Johnson,Elementary,Dual Language,Spanish,General Education,P.S. 151 Lyndon B. Johnson,2019-20,326,51,49,45,35,50,46,50,0,0,0,0,0,0,0,141,0.433,185,0.5670000000000001,3,0.009000000000000001,38,0.11699999999999999,273,0.8370000000000001,3,0.009000000000000001,9,0.027999999999999997,56,0.172,91,0.27899999999999997,296,90.8%,90.9%,0.8370000000000001,10
Brooklyn,Brooklyn North,32,32K162,J.H.S. 162 The Willoughby,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,J.H.S. 162 The Willoughby,2019-20,317,0,0,0,0,0,0,0,98,129,90,0,0,0,0,165,0.521,152,0.479,12,0.038,17,0.054000000000000006,281,0.8859999999999999,2,0.006,5,0.016,68,0.215,68,0.215,277,87.4%,90.9%,0.8859999999999999,10
Brooklyn,Brooklyn North,32,32K274,P.S. 274 Kosciusko,Elementary,Dual Language,Spanish,General Education,P.S. 274 Kosciusko,2019-20,364,36,65,38,54,51,54,66,0,0,0,0,0,0,0,183,0.503,181,0.49700000000000005,2,0.005,43,0.11800000000000001,310,0.852,3,0.008,6,0.016,65,0.179,101,0.27699999999999997,Above 95%,Above 95%,89.1%,0.852,10
Brooklyn,Brooklyn North,32,32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,J.H.S. 291 Roland Hayes,2019-20,331,0,0,0,0,0,0,0,108,122,101,0,0,0,0,161,0.486,170,0.514,5,0.015,42,0.127,278,0.84,2,0.006,4,0.012,78,0.23600000000000002,114,0.344,298,90.0%,92.2%,0.84,10
Brooklyn,Brooklyn North,32,32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,J.H.S. 291 Roland Hayes,2019-20,331,0,0,0,0,0,0,0,108,122,101,0,0,0,0,161,0.486,170,0.514,5,0.015,42,0.127,278,0.84,2,0.006,4,0.012,78,0.23600000000000002,114,0.344,298,90.0%,92.2%,0.84,10
Brooklyn,Brooklyn North,32,32K299,P.S. 299 Thomas Warren Field,Elementary,Dual Language,Spanish,General Education,P.S. 299 Thomas Warren Field,2019-20,181,16,31,18,22,30,28,36,0,0,0,0,0,0,0,87,0.48100000000000004,94,0.519,1,0.006,76,0.42,102,0.564,0,0.0,2,0.011000000000000001,39,0.215,32,0.177,Above 95%,Above 95%,93.8%,0.564,10
Brooklyn,Brooklyn North,32,32K299,P.S. 299 Thomas Warren Field,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 299 Thomas Warren Field,2019-20,181,16,31,18,22,30,28,36,0,0,0,0,0,0,0,87,0.48100000000000004,94,0.519,1,0.006,76,0.42,102,0.564,0,0.0,2,0.011000000000000001,39,0.215,32,0.177,Above 95%,Above 95%,93.8%,0.564,10
Brooklyn,Brooklyn North,32,32K347,I.S. 347 School of Humanities,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 347 School of Humanities,2019-20,292,0,0,0,0,0,0,0,79,105,108,0,0,0,0,136,0.466,156,0.534,0,0.0,13,0.045,276,0.945,0,0.0,3,0.01,65,0.223,79,0.271,273,93.5%,87.9%,0.945,10
Brooklyn,Brooklyn North,32,32K349,"I.S. 349 Math, Science & Tech.",Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,"I.S. 349 Math, Science & Tech.",2019-20,298,0,0,0,0,0,0,0,74,99,125,0,0,0,0,142,0.47700000000000004,156,0.523,4,0.013000000000000001,32,0.107,255,0.856,2,0.006999999999999999,5,0.017,65,0.218,53,0.17800000000000002,281,94.3%,93.4%,0.856,10
Brooklyn,Brooklyn North,32,32K376,P.S. 376,Elementary,Dual Language,Spanish,General Education,P.S. 376,2019-20,522,0,79,92,82,75,100,94,0,0,0,0,0,0,0,280,0.536,242,0.46399999999999997,16,0.031,36,0.069,440,0.843,6,0.011000000000000001,24,0.046,78,0.149,99,0.19,417,79.9%,77.9%,0.843,10
Brooklyn,Brooklyn North,32,32K384,P.S. /I.S. 384 Frances E. Carter,K-8,Dual Language,Spanish,General Education,P.S. /I.S. 384 Frances E. Carter,2019-20,445,31,46,45,36,32,39,52,58,54,52,0,0,0,0,215,0.483,230,0.517,3,0.006999999999999999,64,0.14400000000000002,372,0.836,1,0.002,5,0.011000000000000001,118,0.265,93,0.209,382,85.8%,90.6%,0.836,10
Brooklyn,Brooklyn North,32,32K384,P.S. /I.S. 384 Frances E. Carter,K-8,Dual Language,Spanish,Special Education,P.S. /I.S. 384 Frances E. Carter,2019-20,445,31,46,45,36,32,39,52,58,54,52,0,0,0,0,215,0.483,230,0.517,3,0.006999999999999999,64,0.14400000000000002,372,0.836,1,0.002,5,0.011000000000000001,118,0.265,93,0.209,382,85.8%,90.6%,0.836,10
Brooklyn,Brooklyn North,32,32K556,Bushwick Leaders High School for Academic Excellence,High school,Dual Language,Spanish,Special Education,Bushwick Leaders High School for Academic Excellen,2019-20,339,0,0,0,0,0,0,0,0,0,0,121,91,72,55,173,0.51,166,0.49,4,0.012,50,0.147,271,0.799,10,0.028999999999999998,4,0.012,84,0.248,92,0.271,Above 95%,Above 95%,93.4%,0.799,10
Brooklyn,Brooklyn North,32,32K562,Evergreen Middle School for Urban Exploration,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,Evergreen Middle School for Urban Exploration,2019-20,380,0,0,0,0,0,0,0,128,123,129,0,0,0,0,186,0.489,194,0.511,1,0.003,71,0.187,297,0.782,0,0.0,11,0.028999999999999998,89,0.23399999999999999,66,0.174,351,92.4%,91.8%,0.782,10
Brooklyn,District 75,75,75K373,P.S. 373 - Brooklyn Transition Center,High school,Dual Language,Spanish,Special Education,P.S. 373 - Brooklyn Transition Center,2019-20,477,0,0,0,0,0,0,0,0,0,0,73,61,77,266,125,0.262,352,0.738,16,0.034,251,0.526,178,0.373,8,0.017,24,0.05,475,0.996,120,0.252,433,90.8%,93.5%,0.526,10
Brooklyn,District 75,75,75K373,P.S. 373 - Brooklyn Transition Center,High school,Transitional Bilingual Education,Spanish,Special Education,P.S. 373 - Brooklyn Transition Center,2019-20,477,0,0,0,0,0,0,0,0,0,0,73,61,77,266,125,0.262,352,0.738,16,0.034,251,0.526,178,0.373,8,0.017,24,0.05,475,0.996,120,0.252,433,90.8%,93.5%,0.526,10
Brooklyn,District 75,75,75K721,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,Transitional Bilingual Education,Spanish,Special Education,P.S. K721 - Brooklyn Occupational Training Center,2019-20,469,0,7,12,12,1,1,0,1,1,1,46,64,62,261,174,0.371,295,0.629,57,0.122,168,0.358,114,0.243,7,0.015,123,0.262,467,0.996,149,0.318,429,91.5%,93.8%,0.358,10
Brooklyn,District 75,75,75K721,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,Transitional Bilingual Education,Spanish,Special Education,P.S. K721 - Brooklyn Occupational Training Center,2019-20,469,0,7,12,12,1,1,0,1,1,1,46,64,62,261,174,0.371,295,0.629,57,0.122,168,0.358,114,0.243,7,0.015,123,0.262,467,0.996,149,0.318,429,91.5%,93.8%,0.358,10
Brooklyn,District 75,75,75K721,P.S. K721 - Brooklyn Occupational Training Center,K-12 all grades,Transitional Bilingual Education,Spanish,Special Education,P.S. K721 - Brooklyn Occupational Training Center,2019-20,469,0,7,12,12,1,1,0,1,1,1,46,64,62,261,174,0.371,295,0.629,57,0.122,168,0.358,114,0.243,7,0.015,123,0.262,467,0.996,149,0.318,429,91.5%,93.8%,0.358,10
Brooklyn,District 75,75,75K811,P.S. K811 Connie Lekas School,Secondary School,Transitional Bilingual Education,Spanish,Special Education,P.S. K811 Connie Lekas School,2019-20,339,0,0,0,0,0,0,0,8,12,9,60,43,38,169,118,0.348,221,0.652,32,0.094,164,0.484,89,0.263,10,0.028999999999999998,44,0.13,338,0.997,103,0.304,313,92.3%,94.2%,0.484,10
